latitude,longitude,value
180.0,15.8203125,0.6271359
180.0,17.578125,0.4857651
180.0,19.3359375,0.4857651
180.0,87.890625,0.70627135
180.0,89.6484375,0.70627135
180.0,91.40625,0.70627135
180.0,93.1640625,0.7223511
180.0,94.921875,0.7223511
180.0,96.6796875,0.7223511
180.0,98.4375,0.74035424
180.0,100.1953125,0.74035424
180.0,133.59375,0.8227963
180.0,135.3515625,0.8227963
180.0,137.109375,0.8060661
180.0,138.8671875,0.77752525
180.0,142.3828125,0.75976723
180.0,144.140625,0.75976723
180.0,145.8984375,0.75976723
180.0,152.9296875,0.7358305
180.0,154.6875,0.7358305
180.0,156.4453125,0.7358305
180.0,158.203125,0.80315125
180.0,159.9609375,0.7358305
180.0,161.71875,0.7358305
180.0,163.4765625,0.7358305
180.0,165.234375,0.7358305
180.0,184.5703125,0.37544155
180.0,230.2734375,0.4803315
180.0,232.03125,0.4803315
180.0,233.7890625,0.47700587
180.0,235.546875,0.48044744
180.0,237.3046875,0.53927207
180.0,246.09375,0.5663492
180.0,247.8515625,0.5563331
180.0,249.609375,0.77246875
180.0,263.671875,0.684218
180.0,265.4296875,0.8341446
180.0,267.1875,0.8341446
180.0,293.5546875,0.40798077
180.0,325.1953125,0.7150809
180.0,326.953125,0.75015223
180.0,328.7109375,0.7804081
178.2421875,0.0,0.69776607
178.2421875,1.7578125,0.68331605
178.2421875,3.515625,0.64386755
178.2421875,5.2734375,0.60618514
178.2421875,7.03125,0.62782097
178.2421875,8.7890625,0.7155349
178.2421875,10.546875,0.7608888
178.2421875,12.3046875,0.7499937
178.2421875,14.0625,0.7478617
178.2421875,15.8203125,0.701175
178.2421875,17.578125,0.721984
178.2421875,19.3359375,0.6970773
178.2421875,21.09375,0.6899967
178.2421875,22.8515625,0.69370073
178.2421875,24.609375,0.69747317
178.2421875,26.3671875,0.6962599
178.2421875,28.125,0.6918714
178.2421875,29.8828125,0.7019203
178.2421875,31.640625,0.7040363
178.2421875,33.3984375,0.7056615
178.2421875,35.15625,0.70705575
178.2421875,36.9140625,0.7089703
178.2421875,38.671875,0.7111526
178.2421875,40.4296875,0.7121902
178.2421875,42.1875,0.7154892
178.2421875,43.9453125,0.7144486
178.2421875,45.703125,0.7149994
178.2421875,47.4609375,0.70913035
178.2421875,49.21875,0.70731777
178.2421875,50.9765625,0.7161083
178.2421875,52.734375,0.7172909
178.2421875,54.4921875,0.7192441
178.2421875,56.25,0.7245115
178.2421875,58.0078125,0.7245806
178.2421875,59.765625,0.72370434
178.2421875,61.5234375,0.7283266
178.2421875,63.28125,0.7282072
178.2421875,65.0390625,0.72880614
178.2421875,66.796875,0.7312263
178.2421875,68.5546875,0.7264904
178.2421875,70.3125,0.7268082
178.2421875,72.0703125,0.72491795
178.2421875,73.828125,0.72893625
178.2421875,75.5859375,0.7305657
178.2421875,77.34375,0.7308537
178.2421875,79.1015625,0.72288215
178.2421875,80.859375,0.7212962
178.2421875,82.6171875,0.7214895
178.2421875,84.375,0.71848166
178.2421875,86.1328125,0.7172907
178.2421875,87.890625,0.72446966
178.2421875,89.6484375,0.720336
178.2421875,91.40625,0.7189702
178.2421875,93.1640625,0.715658
178.2421875,94.921875,0.70953083
178.2421875,96.6796875,0.7145738
178.2421875,98.4375,0.7219899
178.2421875,100.1953125,0.7192799
178.2421875,101.953125,0.71820486
178.2421875,103.7109375,0.7203037
178.2421875,105.46875,0.71769667
178.2421875,107.2265625,0.72051543
178.2421875,108.984375,0.7296519
178.2421875,110.7421875,0.73035395
178.2421875,112.5,0.72901934
178.2421875,114.2578125,0.7206994
178.2421875,116.015625,0.71382296
178.2421875,117.7734375,0.71051276
178.2421875,119.53125,0.69951546
178.2421875,121.2890625,0.70104873
178.2421875,123.046875,0.7142579
178.2421875,124.8046875,0.69914716
178.2421875,126.5625,0.6997849
178.2421875,128.3203125,0.7011333
178.2421875,130.078125,0.7123222
178.2421875,131.8359375,0.7004455
178.2421875,133.59375,0.709299
178.2421875,135.3515625,0.70017487
178.2421875,137.109375,0.6953282
178.2421875,138.8671875,0.69440097
178.2421875,140.625,0.6953883
178.2421875,142.3828125,0.6935582
178.2421875,144.140625,0.6985716
178.2421875,145.8984375,0.70324147
178.2421875,147.65625,0.70120895
178.2421875,149.4140625,0.7024629
178.2421875,151.171875,0.69449234
178.2421875,152.9296875,0.68696
178.2421875,154.6875,0.6890447
178.2421875,156.4453125,0.6893994
178.2421875,158.203125,0.68992084
178.2421875,159.9609375,0.694478
178.2421875,161.71875,0.68780524
178.2421875,163.4765625,0.6790539
178.2421875,165.234375,0.68177605
178.2421875,166.9921875,0.6886429
178.2421875,168.75,0.6818629
178.2421875,170.5078125,0.68704057
178.2421875,172.265625,0.68892854
178.2421875,174.0234375,0.6931523
178.2421875,175.78125,0.6887739
